day,average,coverage,unit,parameter
2024-05-02,15.95,100.0,µg/m³,pm25
2024-05-03,13.45,100.0,µg/m³,pm25
2024-05-04,10.7,100.0,µg/m³,pm25
2024-05-05,2.23,71.0,µg/m³,pm25
2024-05-06,6.715,100.0,µg/m³,pm25
2024-05-07,10.55,66.5,µg/m³,pm25
2024-05-08,12.1,88.0,µg/m³,pm25
2024-05-09,15.2,100.0,µg/m³,pm25
2024-05-10,13.600000000000001,71.0,µg/m³,pm25
2024-05-11,12.55,100.0,µg/m³,pm25
2024-05-12,13.65,100.0,µg/m³,pm25
2024-05-13,10.425,100.0,µg/m³,pm25
2024-05-14,10.2,100.0,µg/m³,pm25
2024-05-15,7.465,100.0,µg/m³,pm25
2024-05-16,6.925,98.0,µg/m³,pm25
2024-05-17,6.705,96.0,µg/m³,pm25
2024-05-18,7.735,100.0,µg/m³,pm25
2024-05-19,6.955,100.0,µg/m³,pm25
2024-05-20,7.119999999999999,100.0,µg/m³,pm25
2024-05-21,11.95,100.0,µg/m³,pm25
2024-05-22,15.850000000000001,100.0,µg/m³,pm25
2024-05-23,10.485,100.0,µg/m³,pm25
2024-05-24,12.8,100.0,µg/m³,pm25
2024-05-25,5.699999999999999,100.0,µg/m³,pm25
2024-05-26,6.164999999999999,100.0,µg/m³,pm25
2024-05-27,12.2,100.0,µg/m³,pm25
2024-05-28,14.95,100.0,µg/m³,pm25
2024-05-29,10.96,100.0,µg/m³,pm25
2024-05-30,14.6,100.0,µg/m³,pm25
2024-05-31,16.1,100.0,µg/m³,pm25
2024-06-01,11.165,100.0,µg/m³,pm25
2024-06-02,7.1049999999999995,100.0,µg/m³,pm25
2024-06-03,9.625,100.0,µg/m³,pm25
2024-06-04,12.825,100.0,µg/m³,pm25
2024-06-05,17.45,100.0,µg/m³,pm25
2024-06-06,15.3,100.0,µg/m³,pm25
2024-06-07,7.074999999999999,94.0,µg/m³,pm25
2024-06-08,5.315,100.0,µg/m³,pm25
2024-06-09,4.47,100.0,µg/m³,pm25
2024-06-10,11.16,100.0,µg/m³,pm25
2024-06-11,14.0,100.0,µg/m³,pm25
2024-06-12,7.355,100.0,µg/m³,pm25
2024-06-13,10.235,96.0,µg/m³,pm25
2024-06-14,11.19,100.0,µg/m³,pm25
2024-06-15,16.9,100.0,µg/m³,pm25
2024-06-16,16.9,100.0,µg/m³,pm25
2024-06-17,17.8,100.0,µg/m³,pm25
2024-06-18,16.85,100.0,µg/m³,pm25
2024-06-19,14.9,100.0,µg/m³,pm25
2024-06-20,14.1,100.0,µg/m³,pm25
2024-06-21,12.8,96.0,µg/m³,pm25
2024-06-22,16.2,100.0,µg/m³,pm25
2024-06-23,10.49,100.0,µg/m³,pm25
2024-06-24,8.684999999999999,100.0,µg/m³,pm25
2024-06-25,12.600000000000001,100.0,µg/m³,pm25
2024-06-26,13.0,100.0,µg/m³,pm25
2024-06-27,10.58,100.0,µg/m³,pm25
2024-06-28,12.05,98.0,µg/m³,pm25
2024-06-29,13.8,100.0,µg/m³,pm25
2024-06-30,15.25,100.0,µg/m³,pm25
2024-07-01,11.395,100.0,µg/m³,pm25
2024-07-02,13.8,100.0,µg/m³,pm25
2024-07-03,12.100000000000001,100.0,µg/m³,pm25
2024-07-04,39.150000000000006,100.0,µg/m³,pm25
2024-07-05,51.45,100.0,µg/m³,pm25
2024-07-06,11.835,100.0,µg/m³,pm25
2024-07-07,10.190000000000001,100.0,µg/m³,pm25
2024-07-08,9.92,100.0,µg/m³,pm25
2024-07-09,15.35,100.0,µg/m³,pm25
2024-07-10,13.05,100.0,µg/m³,pm25
2024-07-11,13.0,94.0,µg/m³,pm25
2024-07-12,12.175,89.5,µg/m³,pm25
2024-07-13,13.35,100.0,µg/m³,pm25
2024-07-14,12.25,100.0,µg/m³,pm25
2024-07-15,9.95,100.0,µg/m³,pm25
2024-07-16,6.88,75.0,µg/m³,pm25
2024-07-17,10.2,100.0,µg/m³,pm25
2024-07-18,13.0,100.0,µg/m³,pm25
2024-07-19,26.9,100.0,µg/m³,pm25
2024-07-20,13.5,100.0,µg/m³,pm25
2024-07-21,14.2,100.0,µg/m³,pm25
2024-07-22,13.3,100.0,µg/m³,pm25
2024-07-23,10.5,100.0,µg/m³,pm25
2024-07-24,11.1,100.0,µg/m³,pm25
2024-07-25,11.21,73.0,µg/m³,pm25
2024-07-26,11.0,98.0,µg/m³,pm25
2024-07-27,13.35,100.0,µg/m³,pm25
2024-07-28,10.465,100.0,µg/m³,pm25
2024-07-29,7.8549999999999995,100.0,µg/m³,pm25
2024-07-30,10.32,100.0,µg/m³,pm25
2024-07-31,9.56,100.0,µg/m³,pm25
2024-08-01,9.09,100.0,µg/m³,pm25
2024-08-02,8.61,98.0,µg/m³,pm25
2024-08-03,9.27,100.0,µg/m³,pm25
2024-08-04,9.8,100.0,µg/m³,pm25
2024-08-05,13.25,100.0,µg/m³,pm25
2024-08-06,13.149999999999999,100.0,µg/m³,pm25
2024-08-07,13.55,100.0,µg/m³,pm25
2024-08-08,12.25,100.0,µg/m³,pm25
2024-08-09,11.16,83.5,µg/m³,pm25
2024-08-10,13.149999999999999,91.5,µg/m³,pm25
2024-08-11,14.549999999999999,60.5,µg/m³,pm25
2024-08-12,12.05,85.5,µg/m³,pm25
2024-08-13,11.58,100.0,µg/m³,pm25
2024-08-14,13.45,98.0,µg/m³,pm25
2024-08-15,10.865,100.0,µg/m³,pm25
2024-08-16,11.42,100.0,µg/m³,pm25
2024-08-17,10.92,100.0,µg/m³,pm25
2024-08-18,10.415,100.0,µg/m³,pm25
2024-08-19,8.74,100.0,µg/m³,pm25
2024-08-20,11.3,100.0,µg/m³,pm25
