day,average,coverage,unit,parameter
2024-01-01,241.5,64.5,µg/m³,pm25
2024-01-02,174.0,64.5,µg/m³,pm25
2024-01-03,214.0,64.0,µg/m³,pm25
2024-01-04,244.5,64.5,µg/m³,pm25
2024-01-05,276.0,64.5,µg/m³,pm25
2024-01-06,224.0,64.5,µg/m³,pm25
2024-01-07,260.5,64.0,µg/m³,pm25
2024-01-08,257.5,64.0,µg/m³,pm25
2024-01-09,238.0,62.5,µg/m³,pm25
2024-01-10,276.0,64.5,µg/m³,pm25
2024-01-11,245.5,64.5,µg/m³,pm25
2024-01-12,267.0,64.5,µg/m³,pm25
2024-01-13,220.0,62.0,µg/m³,pm25
2024-01-14,276.5,64.5,µg/m³,pm25
2024-01-15,264.5,57.0,µg/m³,pm25
2024-01-16,342.0,54.0,µg/m³,pm25
2024-01-17,281.0,54.0,µg/m³,pm25
2024-01-18,239.0,54.0,µg/m³,pm25
2024-01-19,229.0,54.0,µg/m³,pm25
2024-01-20,195.5,54.0,µg/m³,pm25
2024-01-21,193.5,54.0,µg/m³,pm25
2024-01-22,205.5,50.0,µg/m³,pm25
2024-01-23,275.5,54.0,µg/m³,pm25
2024-01-24,240.5,54.0,µg/m³,pm25
2024-01-25,148.35,48.0,µg/m³,pm25
2024-01-26,97.645,48.0,µg/m³,pm25
2024-01-27,101.5,50.0,µg/m³,pm25
2024-01-28,98.31,37.5,µg/m³,pm25
2024-01-29,151.0,18.0,µg/m³,pm25
2024-01-30,166.0,35.5,µg/m³,pm25
2024-01-31,125.25,24.5,µg/m³,pm25
2024-02-01,74.1,62.5,µg/m³,pm25
2024-02-02,100.95,64.0,µg/m³,pm25
2024-02-03,115.5,60.5,µg/m³,pm25
2024-02-04,151.0,64.5,µg/m³,pm25
2024-02-05,151.5,64.0,µg/m³,pm25
2024-02-06,134.5,64.5,µg/m³,pm25
2024-02-07,83.4,62.5,µg/m³,pm25
2024-02-08,101.2,61.0,µg/m³,pm25
2024-02-09,161.5,64.5,µg/m³,pm25
2024-02-10,192.5,60.0,µg/m³,pm25
2024-02-11,267.5,64.5,µg/m³,pm25
2024-02-12,236.0,64.5,µg/m³,pm25
