day,average,coverage,unit,parameter
2024-01-01,106.15,100.0,µg/m³,pm25
2024-01-02,19.1,100.0,µg/m³,pm25
2024-01-03,11.95,99.0,µg/m³,pm25
2024-01-04,4.6975,95.75,µg/m³,pm25
2024-01-05,11.9375,98.0,µg/m³,pm25
2024-01-06,17.9,100.0,µg/m³,pm25
2024-01-07,6.1625,100.0,µg/m³,pm25
2024-01-08,8.807500000000001,98.0,µg/m³,pm25
2024-01-09,14.125,97.0,µg/m³,pm25
2024-01-10,16.225,96.0,µg/m³,pm25
2024-01-11,8.8125,100.0,µg/m³,pm25
2024-01-12,11.6975,100.0,µg/m³,pm25
2024-01-13,18.2975,96.0,µg/m³,pm25
2024-01-14,21.675,100.0,µg/m³,pm25
2024-01-15,21.25,100.0,µg/m³,pm25
2024-01-16,19.825,100.0,µg/m³,pm25
2024-01-17,14.122499999999999,87.75,µg/m³,pm25
2024-01-18,11.4475,100.0,µg/m³,pm25
2024-01-19,12.91,99.0,µg/m³,pm25
2024-01-20,17.575,100.0,µg/m³,pm25
2024-01-21,11.2775,100.0,µg/m³,pm25
2024-01-22,13.017499999999998,88.5,µg/m³,pm25
2024-01-23,3.5725,86.5,µg/m³,pm25
2024-01-24,11.85,100.0,µg/m³,pm25
2024-01-25,12.85,100.0,µg/m³,pm25
2024-01-26,9.432500000000001,100.0,µg/m³,pm25
2024-01-27,11.2775,96.0,µg/m³,pm25
2024-01-28,5.1425,100.0,µg/m³,pm25
2024-01-29,10.7175,94.75,µg/m³,pm25
2024-01-30,9.545,100.0,µg/m³,pm25
2024-01-31,8.8925,67.75,µg/m³,pm25
2024-02-01,3.9,50.0,µg/m³,pm25
2024-02-02,2.4975,100.0,µg/m³,pm25
2024-02-03,6.48,96.0,µg/m³,pm25
2024-02-04,8.435,100.0,µg/m³,pm25
2024-02-05,7.4925,93.75,µg/m³,pm25
2024-02-06,4.245,97.0,µg/m³,pm25
2024-02-07,2.3775,100.0,µg/m³,pm25
2024-02-08,2.27325,100.0,µg/m³,pm25
2024-02-09,6.445,100.0,µg/m³,pm25
2024-02-10,3.9125,100.0,µg/m³,pm25
2024-02-11,7.9125,100.0,µg/m³,pm25
2024-02-12,12.3775,100.0,µg/m³,pm25
2024-02-13,9.515,100.0,µg/m³,pm25
2024-02-14,11.0275,92.75,µg/m³,pm25
2024-02-15,11.375,97.0,µg/m³,pm25
2024-02-16,11.41,98.0,µg/m³,pm25
2024-02-17,13.075,100.0,µg/m³,pm25
2024-02-18,13.725,100.0,µg/m³,pm25
2024-02-19,9.1775,100.0,µg/m³,pm25
2024-02-20,7.5425,98.0,µg/m³,pm25
2024-02-21,6.36,97.0,µg/m³,pm25
2024-02-22,6.8725,100.0,µg/m³,pm25
2024-02-23,6.505,100.0,µg/m³,pm25
2024-02-24,9.4675,96.0,µg/m³,pm25
2024-02-25,8.8925,100.0,µg/m³,pm25
2024-02-26,10.442499999999999,100.0,µg/m³,pm25
2024-02-27,6.2575,98.0,µg/m³,pm25
2024-02-28,4.9325,100.0,µg/m³,pm25
2024-02-29,4.9325,97.0,µg/m³,pm25
2024-03-01,6.0475,100.0,µg/m³,pm25
2024-03-02,5.7700000000000005,100.0,µg/m³,pm25
2024-03-03,3.6599999999999997,96.0,µg/m³,pm25
2024-03-04,5.8275,98.0,µg/m³,pm25
2024-03-05,7.39,97.0,µg/m³,pm25
2024-03-06,7.4575000000000005,100.0,µg/m³,pm25
2024-03-07,4.3325,86.5,µg/m³,pm25
2024-03-08,5.2975,83.5,µg/m³,pm25
2024-03-09,5.115,100.0,µg/m³,pm25
2024-03-10,5.99,96.0,µg/m³,pm25
2024-03-11,6.25,98.0,µg/m³,pm25
2024-03-12,6.305,98.0,µg/m³,pm25
2024-03-13,6.140000000000001,98.0,µg/m³,pm25
2024-03-14,5.8325,96.0,µg/m³,pm25
2024-03-15,5.5225,100.0,µg/m³,pm25
2024-03-16,7.94,100.0,µg/m³,pm25
2024-03-17,5.297499999999999,100.0,µg/m³,pm25
2024-03-18,4.6175,98.0,µg/m³,pm25
2024-03-19,5.4575,92.0,µg/m³,pm25
2024-03-20,6.1275,64.75,µg/m³,pm25
2024-03-21,6.0649999999999995,99.0,µg/m³,pm25
2024-03-22,8.11,100.0,µg/m³,pm25
