day,average,coverage,unit,parameter
2024-07-13,3.4105,100.0,µg/m³,pm25
2024-07-14,4.73,100.0,µg/m³,pm25
2024-07-15,3.66,100.0,µg/m³,pm25
2024-07-16,4.615,100.0,µg/m³,pm25
2024-07-17,3.6950000000000003,100.0,µg/m³,pm25
2024-07-18,3.63,100.0,µg/m³,pm25
2024-07-19,4.405,100.0,µg/m³,pm25
2024-07-20,5.285,100.0,µg/m³,pm25
2024-07-21,8.92,100.0,µg/m³,pm25
2024-07-22,10.455,100.0,µg/m³,pm25
2024-07-23,11.39,100.0,µg/m³,pm25
2024-07-24,21.15,100.0,µg/m³,pm25
2024-07-25,17.9,94.0,µg/m³,pm25
2024-07-26,9.350000000000001,100.0,µg/m³,pm25
2024-07-27,3.9349999999999996,94.0,µg/m³,pm25
2024-07-28,3.76,91.5,µg/m³,pm25
2024-07-29,4.17,96.0,µg/m³,pm25
2024-07-30,3.5949999999999998,100.0,µg/m³,pm25
2024-07-31,4.035,100.0,µg/m³,pm25
2024-08-01,5.26,98.0,µg/m³,pm25
2024-08-02,3.865,100.0,µg/m³,pm25
2024-08-03,4.37,100.0,µg/m³,pm25
2024-08-04,4.365,100.0,µg/m³,pm25
2024-08-05,5.93,100.0,µg/m³,pm25
2024-08-06,8.84,66.5,µg/m³,pm25
2024-08-07,4.72,100.0,µg/m³,pm25
2024-08-08,2.355,98.0,µg/m³,pm25
2024-08-09,1.8650000000000002,100.0,µg/m³,pm25
2024-08-10,1.0185,100.0,µg/m³,pm25
2024-08-11,0.7835000000000001,100.0,µg/m³,pm25
2024-08-12,1.47,100.0,µg/m³,pm25
2024-08-13,2.49,100.0,µg/m³,pm25
2024-08-14,2.255,79.0,µg/m³,pm25
2024-08-15,0.5185,79.0,µg/m³,pm25
2024-08-16,2.9450000000000003,100.0,µg/m³,pm25
2024-08-17,1.655,100.0,µg/m³,pm25
2024-08-18,1.83,100.0,µg/m³,pm25
2024-08-19,2.7800000000000002,54.5,µg/m³,pm25
2024-08-20,1.335,98.0,µg/m³,pm25
2024-08-21,2.5949999999999998,71.0,µg/m³,pm25
2024-08-22,1.11,100.0,µg/m³,pm25
2024-08-23,1.73,100.0,µg/m³,pm25
2024-08-24,1.53,100.0,µg/m³,pm25
2024-08-25,2.39,100.0,µg/m³,pm25
2024-08-26,1.3,100.0,µg/m³,pm25
2024-08-27,4.015000000000001,98.0,µg/m³,pm25
2024-08-28,2.035,100.0,µg/m³,pm25
2024-08-29,2.42,91.5,µg/m³,pm25
2024-08-30,1.1635,100.0,µg/m³,pm25
2024-08-31,0.871,100.0,µg/m³,pm25
2024-09-01,1.435,100.0,µg/m³,pm25
2024-09-02,3.79,100.0,µg/m³,pm25
2024-09-03,4.234999999999999,98.0,µg/m³,pm25
2024-09-04,3.4899999999999998,100.0,µg/m³,pm25
2024-09-05,3.8449999999999998,96.0,µg/m³,pm25
2024-09-06,2.66,89.5,µg/m³,pm25
2024-09-07,2.24,100.0,µg/m³,pm25
2024-09-08,2.29,100.0,µg/m³,pm25
2024-09-09,1.9449999999999998,98.0,µg/m³,pm25
2024-09-10,1.9699999999999998,100.0,µg/m³,pm25
2024-09-11,0.39499999999999996,96.0,µg/m³,pm25
2024-09-12,4.4,100.0,µg/m³,pm25
2024-09-13,1.56,96.0,µg/m³,pm25
2024-09-14,1.675,100.0,µg/m³,pm25
2024-09-15,1.6125,100.0,µg/m³,pm25
2024-09-16,2.385,100.0,µg/m³,pm25
2024-09-17,-0.039999999999999994,100.0,µg/m³,pm25
2024-09-18,1.2075,100.0,µg/m³,pm25
2024-09-19,0.472,100.0,µg/m³,pm25
2024-09-20,1.3905,100.0,µg/m³,pm25
2024-09-21,0.34550000000000003,100.0,µg/m³,pm25
2024-09-22,0.07699999999999999,100.0,µg/m³,pm25
2024-09-23,-0.21450000000000002,100.0,µg/m³,pm25
2024-09-24,1.7325,100.0,µg/m³,pm25
2024-09-25,1.8250000000000002,100.0,µg/m³,pm25
2024-09-26,0.9664999999999999,96.0,µg/m³,pm25
2024-09-27,1.555,100.0,µg/m³,pm25
2024-09-28,3.7199999999999998,100.0,µg/m³,pm25
2024-09-29,5.36,100.0,µg/m³,pm25
2024-09-30,3.7,100.0,µg/m³,pm25
2024-10-01,5.68,98.0,µg/m³,pm25
2024-10-02,6.835,87.5,µg/m³,pm25
2024-10-03,6.425,100.0,µg/m³,pm25
2024-10-04,2.3845,98.0,µg/m³,pm25
2024-10-05,7.74,100.0,µg/m³,pm25
2024-10-06,10.125,100.0,µg/m³,pm25
2024-10-07,8.879999999999999,100.0,µg/m³,pm25
2024-10-08,10.719999999999999,100.0,µg/m³,pm25
2024-10-09,0.8555,100.0,µg/m³,pm25
2024-10-10,3.495,98.0,µg/m³,pm25
2024-10-11,2.8600000000000003,98.0,µg/m³,pm25
2024-10-12,1.357,100.0,µg/m³,pm25
2024-10-13,2.115,100.0,µg/m³,pm25
2024-10-14,2.81,100.0,µg/m³,pm25
2024-10-15,0.068,79.0,µg/m³,pm25
2024-10-16,1.2095,100.0,µg/m³,pm25
2024-10-17,3.82,100.0,µg/m³,pm25
2024-10-18,3.875,100.0,µg/m³,pm25
2024-10-19,4.09,100.0,µg/m³,pm25
2024-10-20,1.126,100.0,µg/m³,pm25
2024-10-21,1.295,100.0,µg/m³,pm25
2024-10-22,0.9815,100.0,µg/m³,pm25
2024-10-23,1.24,100.0,µg/m³,pm25
2024-10-24,2.045,100.0,µg/m³,pm25
2024-10-25,10.85,100.0,µg/m³,pm25
2024-10-26,7.095000000000001,100.0,µg/m³,pm25
2024-10-27,3.96,100.0,µg/m³,pm25
2024-10-28,4.16,100.0,µg/m³,pm25
2024-10-29,5.395,100.0,µg/m³,pm25
2024-10-30,8.02,100.0,µg/m³,pm25
2024-10-31,6.26,54.0,µg/m³,pm25
2024-11-01,6.14,96.0,µg/m³,pm25
2024-11-02,6.06,100.0,µg/m³,pm25
2024-11-03,4.67,100.0,µg/m³,pm25
2024-11-04,4.275,71.0,µg/m³,pm25
2024-11-05,6.615,71.0,µg/m³,pm25
2024-11-06,14.7,100.0,µg/m³,pm25
2024-11-07,12.6,100.0,µg/m³,pm25
2024-11-08,9.36,100.0,µg/m³,pm25
2024-11-09,13.2,100.0,µg/m³,pm25
2024-11-10,10.6,100.0,µg/m³,pm25
2024-11-11,10.8,100.0,µg/m³,pm25
2024-11-12,16.35,50.0,µg/m³,pm25
2024-11-13,14.45,100.0,µg/m³,pm25
2024-11-14,17.15,100.0,µg/m³,pm25
2024-11-15,8.344999999999999,96.0,µg/m³,pm25
2024-11-16,5.875,100.0,µg/m³,pm25
2024-11-17,8.225,100.0,µg/m³,pm25
2024-11-18,17.450000000000003,98.0,µg/m³,pm25
2024-11-19,16.15,98.0,µg/m³,pm25
2024-11-20,5.64,98.0,µg/m³,pm25
2024-11-21,5.645,98.0,µg/m³,pm25
2024-11-22,7.42,100.0,µg/m³,pm25
2024-11-23,9.495000000000001,100.0,µg/m³,pm25
2024-11-24,3.5650000000000004,100.0,µg/m³,pm25
2024-11-25,1.98,79.0,µg/m³,pm25
2024-11-26,7.915000000000001,100.0,µg/m³,pm25
2024-11-27,16.3,100.0,µg/m³,pm25
2024-11-28,16.9,100.0,µg/m³,pm25
2024-11-29,18.25,100.0,µg/m³,pm25
2024-11-30,10.315000000000001,100.0,µg/m³,pm25
2024-12-01,15.399999999999999,100.0,µg/m³,pm25
2024-12-02,11.9,100.0,µg/m³,pm25
2024-12-03,9.325,100.0,µg/m³,pm25
2024-12-04,19.799999999999997,100.0,µg/m³,pm25
2024-12-05,10.4,100.0,µg/m³,pm25
2024-12-06,11.309999999999999,100.0,µg/m³,pm25
2024-12-07,14.45,100.0,µg/m³,pm25
2024-12-08,19.25,100.0,µg/m³,pm25
2024-12-09,9.855,96.0,µg/m³,pm25
2024-12-10,14.25,100.0,µg/m³,pm25
2024-12-11,13.55,98.0,µg/m³,pm25
2024-12-12,5.66,100.0,µg/m³,pm25
2024-12-13,5.205,100.0,µg/m³,pm25
2024-12-14,14.299999999999999,100.0,µg/m³,pm25
2024-12-15,13.75,100.0,µg/m³,pm25
2024-12-16,17.9,100.0,µg/m³,pm25
2024-12-17,16.35,100.0,µg/m³,pm25
2024-12-18,14.4,100.0,µg/m³,pm25
2024-12-19,16.7,100.0,µg/m³,pm25
2024-12-20,20.25,98.0,µg/m³,pm25
2024-12-21,12.6,100.0,µg/m³,pm25
2024-12-22,6.04,100.0,µg/m³,pm25
2024-12-23,4.605,100.0,µg/m³,pm25
2024-12-24,14.3,100.0,µg/m³,pm25
2024-12-25,16.5,100.0,µg/m³,pm25
2024-12-26,6.43,100.0,µg/m³,pm25
2024-12-27,8.635,100.0,µg/m³,pm25
2024-12-28,5.42,100.0,µg/m³,pm25
2024-12-29,12.9,100.0,µg/m³,pm25
2024-12-30,21.05,100.0,µg/m³,pm25
