day,average,coverage,unit,parameter
2024-01-01,19.8,97.0,µg/m³,pm25
2024-01-02,16.675,97.0,µg/m³,pm25
2024-01-03,7.145,95.0,µg/m³,pm25
2024-01-04,9.67,97.0,µg/m³,pm25
2024-01-05,18.75,97.0,µg/m³,pm25
2024-01-06,18.775,97.0,µg/m³,pm25
2024-01-07,7.65,96.0,µg/m³,pm25
2024-01-08,12.145,96.0,µg/m³,pm25
2024-01-09,11.4825,97.0,µg/m³,pm25
2024-01-10,8.2,95.0,µg/m³,pm25
2024-01-11,6.925,95.0,µg/m³,pm25
2024-01-12,14.5525,97.0,µg/m³,pm25
2024-01-13,26.025,96.0,µg/m³,pm25
2024-01-14,16.275,97.0,µg/m³,pm25
2024-01-15,7.55,78.4,µg/m³,pm25
2024-01-16,12.415,97.0,µg/m³,pm25
2024-01-17,16.575,96.0,µg/m³,pm25
2024-01-18,15.825,96.0,µg/m³,pm25
2024-01-19,17.9,96.0,µg/m³,pm25
2024-01-20,6.3775,97.0,µg/m³,pm25
2024-01-21,3.13,97.0,µg/m³,pm25
2024-01-22,3.4975,97.0,µg/m³,pm25
2024-01-23,6.157500000000001,97.0,µg/m³,pm25
2024-01-24,11.469999999999999,96.0,µg/m³,pm25
2024-01-25,7.59,95.0,µg/m³,pm25
2024-01-26,10.2575,91.75,µg/m³,pm25
2024-01-27,16.2,96.0,µg/m³,pm25
2024-01-28,22.2,96.0,µg/m³,pm25
2024-01-29,22.775,97.0,µg/m³,pm25
2024-01-30,16.65,97.0,µg/m³,pm25
2024-01-31,8.815,66.0,µg/m³,pm25
2024-02-01,3.025,54.0,µg/m³,pm25
2024-02-02,4.9975000000000005,97.0,µg/m³,pm25
2024-02-03,7.657500000000001,96.0,µg/m³,pm25
2024-02-04,2.4225,97.0,µg/m³,pm25
2024-02-05,2.5,95.0,µg/m³,pm25
2024-02-06,1.862,95.0,µg/m³,pm25
2024-02-07,3.7424999999999997,95.0,µg/m³,pm25
2024-02-08,7.6274999999999995,95.0,µg/m³,pm25
2024-02-09,8.6175,96.0,µg/m³,pm25
2024-02-10,13.0375,97.0,µg/m³,pm25
2024-02-11,15.04,96.0,µg/m³,pm25
2024-02-12,17.5925,96.0,µg/m³,pm25
2024-02-13,15.355,97.0,µg/m³,pm25
2024-02-14,14.05,95.0,µg/m³,pm25
2024-02-15,5.635,96.0,µg/m³,pm25
2024-02-16,14.350000000000001,97.0,µg/m³,pm25
2024-02-17,9.56,97.0,µg/m³,pm25
2024-02-18,3.3275,97.0,µg/m³,pm25
2024-02-19,2.6075,97.0,µg/m³,pm25
2024-02-20,4.095,95.0,µg/m³,pm25
2024-02-21,3.615,94.0,µg/m³,pm25
2024-02-22,6.8999999999999995,94.0,µg/m³,pm25
2024-02-23,11.7575,97.0,µg/m³,pm25
2024-02-24,16.325000000000003,96.0,µg/m³,pm25
2024-02-25,13.607500000000002,96.0,µg/m³,pm25
2024-02-26,12.4925,97.0,µg/m³,pm25
2024-02-27,5.08,95.0,µg/m³,pm25
2024-02-28,11.887500000000001,96.0,µg/m³,pm25
2024-02-29,8.205,97.0,µg/m³,pm25
2024-03-01,2.425,97.0,µg/m³,pm25
2024-03-02,1.0844999999999998,97.0,µg/m³,pm25
2024-03-03,1.96775,94.0,µg/m³,pm25
2024-03-04,2.865,95.0,µg/m³,pm25
2024-03-05,7.5875,96.0,µg/m³,pm25
2024-03-06,5.2675,95.0,µg/m³,pm25
2024-03-07,5.08,96.0,µg/m³,pm25
2024-03-08,6.2325,96.0,µg/m³,pm25
2024-03-09,7.74,51.0,µg/m³,pm25
2024-03-10,8.0225,96.0,µg/m³,pm25
2024-03-11,4.135,97.0,µg/m³,pm25
2024-03-12,3.1225,97.0,µg/m³,pm25
2024-03-13,4.3075,92.0,µg/m³,pm25
2024-03-14,6.0375,95.0,µg/m³,pm25
2024-03-15,5.7275,96.0,µg/m³,pm25
2024-03-16,5.43,97.0,µg/m³,pm25
2024-03-17,8.465,96.0,µg/m³,pm25
2024-03-18,9.8125,96.0,µg/m³,pm25
2024-03-19,11.495,74.0,µg/m³,pm25
2024-03-20,4.21,24.0,µg/m³,pm25
2024-03-21,3.7325,85.5,µg/m³,pm25
2024-03-22,7.57,100.0,µg/m³,pm25
2024-03-23,1.739,97.33333333333333,µg/m³,pm25
2024-03-24,3.7099999999999995,100.0,µg/m³,pm25
2024-03-25,4.42,100.0,µg/m³,pm25
2024-03-26,4.8925,92.75,µg/m³,pm25
2024-03-27,8.4875,98.0,µg/m³,pm25
2024-03-28,3.4675000000000002,86.5,µg/m³,pm25
2024-03-29,4.91,100.0,µg/m³,pm25
2024-03-30,2.643333333333333,100.0,µg/m³,pm25
2024-03-31,3.436666666666667,97.33333333333333,µg/m³,pm25
2024-04-01,5.62,86.5,µg/m³,pm25
2024-04-02,9.0475,100.0,µg/m³,pm25
2024-04-03,7.4174999999999995,99.0,µg/m³,pm25
2024-04-04,3.715,100.0,µg/m³,pm25
2024-04-05,2.1925,99.0,µg/m³,pm25
2024-04-06,4.7275,100.0,µg/m³,pm25
2024-04-07,5.0325,100.0,µg/m³,pm25
2024-04-08,7.2975,99.0,µg/m³,pm25
2024-04-09,8.625,96.0,µg/m³,pm25
2024-04-10,10.25,99.0,µg/m³,pm25
2024-04-11,14.25,97.0,µg/m³,pm25
2024-04-12,13.525000000000002,100.0,µg/m³,pm25
2024-04-13,5.255,99.0,µg/m³,pm25
2024-04-14,3.1775,100.0,µg/m³,pm25
2024-04-15,4.8375,100.0,µg/m³,pm25
2024-04-16,7.592499999999999,100.0,µg/m³,pm25
2024-04-17,14.0,99.0,µg/m³,pm25
2024-04-18,13.525,100.0,µg/m³,pm25
2024-04-19,9.425,100.0,µg/m³,pm25
2024-04-20,9.3275,100.0,µg/m³,pm25
2024-04-21,9.2625,100.0,µg/m³,pm25
2024-04-22,14.95,100.0,µg/m³,pm25
2024-04-23,10.465,99.0,µg/m³,pm25
2024-04-24,9.6875,99.0,µg/m³,pm25
2024-04-25,5.6875,100.0,µg/m³,pm25
2024-04-26,3.62,98.0,µg/m³,pm25
2024-04-27,3.63,99.0,µg/m³,pm25
2024-04-28,4.3725,99.0,µg/m³,pm25
2024-04-29,4.515,100.0,µg/m³,pm25
2024-04-30,7.16,99.0,µg/m³,pm25
2024-05-01,5.325,99.0,µg/m³,pm25
2024-05-02,6.8875,100.0,µg/m³,pm25
2024-05-03,4.69,100.0,µg/m³,pm25
2024-05-04,3.2975,100.0,µg/m³,pm25
2024-05-05,3.205,100.0,µg/m³,pm25
2024-05-06,4.024,81.8,µg/m³,pm25
2024-05-07,4.318,100.0,µg/m³,pm25
2024-05-08,6.794,97.6,µg/m³,pm25
2024-05-09,8.856,100.0,µg/m³,pm25
2024-05-10,7.942,99.2,µg/m³,pm25
2024-05-11,6.714,100.0,µg/m³,pm25
2024-05-12,6.978,96.6,µg/m³,pm25
2024-05-13,5.644,100.0,µg/m³,pm25
2024-05-14,7.802,100.0,µg/m³,pm25
2024-05-15,10.352,99.2,µg/m³,pm25
2024-05-16,8.709999999999999,100.0,µg/m³,pm25
2024-05-17,7.333999999999999,100.0,µg/m³,pm25
2024-05-18,6.876,100.0,µg/m³,pm25
2024-05-19,7.208,100.0,µg/m³,pm25
2024-05-20,8.824,100.0,µg/m³,pm25
