day,average,coverage,unit,parameter
2024-04-19,12.0,63.0,µg/m³,pm10
2024-04-20,34.7,38.0,µg/m³,pm10
2024-04-21,7.45,63.0,µg/m³,pm10
2024-04-22,8.61,83.0,µg/m³,pm10
2024-04-23,3.3,92.0,µg/m³,pm10
2024-04-24,4.49,100.0,µg/m³,pm10
2024-04-25,3.91,100.0,µg/m³,pm10
2024-04-26,0.937,100.0,µg/m³,pm10
2024-04-27,3.15,100.0,µg/m³,pm10
2024-04-28,2.6,100.0,µg/m³,pm10
2024-04-29,4.42,100.0,µg/m³,pm10
2024-04-30,5.05,96.0,µg/m³,pm10
2024-05-01,5.13,100.0,µg/m³,pm10
2024-05-02,3.07,75.0,µg/m³,pm10
2024-05-03,3.22,100.0,µg/m³,pm10
2024-05-04,2.08,100.0,µg/m³,pm10
2024-05-05,4.58,100.0,µg/m³,pm10
2024-05-06,3.45,100.0,µg/m³,pm10
2024-05-07,4.49,100.0,µg/m³,pm10
2024-05-08,3.24,100.0,µg/m³,pm10
2024-05-09,3.67,100.0,µg/m³,pm10
2024-05-10,5.05,100.0,µg/m³,pm10
2024-05-11,4.4,100.0,µg/m³,pm10
2024-05-12,11.6,83.0,µg/m³,pm10
2024-05-13,10.1,100.0,µg/m³,pm10
2024-05-14,7.76,100.0,µg/m³,pm10
2024-05-15,7.07,100.0,µg/m³,pm10
2024-05-16,3.59,100.0,µg/m³,pm10
2024-05-17,2.22,100.0,µg/m³,pm10
2024-05-18,2.64,100.0,µg/m³,pm10
2024-05-19,5.69,100.0,µg/m³,pm10
2024-05-20,7.12,100.0,µg/m³,pm10
2024-05-21,7.32,100.0,µg/m³,pm10
2024-05-22,7.02,100.0,µg/m³,pm10
2024-05-23,6.1,100.0,µg/m³,pm10
2024-05-24,4.66,100.0,µg/m³,pm10
2024-05-25,2.42,67.0,µg/m³,pm10
2024-05-26,5.55,58.0,µg/m³,pm10
2024-05-27,4.16,63.0,µg/m³,pm10
2024-05-28,5.13,100.0,µg/m³,pm10
2024-05-29,6.05,96.0,µg/m³,pm10
2024-05-30,6.57,100.0,µg/m³,pm10
2024-05-31,6.26,100.0,µg/m³,pm10
2024-06-01,8.13,100.0,µg/m³,pm10
2024-06-02,1.07,96.0,µg/m³,pm10
2024-06-03,3.33,88.0,µg/m³,pm10
2024-06-04,4.97,96.0,µg/m³,pm10
2024-06-05,3.83,100.0,µg/m³,pm10
2024-06-06,7.83,100.0,µg/m³,pm10
2024-06-07,8.6,100.0,µg/m³,pm10
2024-06-08,6.09,100.0,µg/m³,pm10
2024-06-09,5.44,100.0,µg/m³,pm10
2024-06-10,5.61,100.0,µg/m³,pm10
2024-06-11,6.95,100.0,µg/m³,pm10
2024-06-12,5.12,92.0,µg/m³,pm10
2024-06-13,4.96,100.0,µg/m³,pm10
2024-06-14,6.68,100.0,µg/m³,pm10
2024-06-15,47.709999999999994,41.5,µg/m³,pm10
2024-06-16,2.5149999999999997,83.0,µg/m³,pm10
2024-06-17,2.01,46.0,µg/m³,pm10
2024-06-18,9.345,100.0,µg/m³,pm10
2024-06-19,1.6475,100.0,µg/m³,pm10
2024-06-20,3.57,100.0,µg/m³,pm10
2024-06-21,8.84,100.0,µg/m³,pm10
2024-06-22,7.98,100.0,µg/m³,pm10
2024-06-23,6.925,100.0,µg/m³,pm10
2024-06-24,2.035,100.0,µg/m³,pm10
2024-06-25,3.245,100.0,µg/m³,pm10
2024-06-26,17.0705,100.0,µg/m³,pm10
2024-06-27,9.03985,77.0,µg/m³,pm10
2024-06-28,2.09,100.0,µg/m³,pm10
2024-06-29,2.133,100.0,µg/m³,pm10
2024-06-30,0.89075,100.0,µg/m³,pm10
2024-07-01,0.9730000000000001,71.0,µg/m³,pm10
2024-07-02,2.5999999999999996,100.0,µg/m³,pm10
2024-07-03,6.890000000000001,96.0,µg/m³,pm10
2024-07-04,7.2299999999999995,100.0,µg/m³,pm10
2024-07-05,9.29,100.0,µg/m³,pm10
2024-07-06,8.84,100.0,µg/m³,pm10
2024-07-07,7.18,100.0,µg/m³,pm10
2024-07-08,6.63,100.0,µg/m³,pm10
2024-07-09,6.825,92.0,µg/m³,pm10
2024-07-10,12.149999999999999,100.0,µg/m³,pm10
2024-07-11,8.305,92.0,µg/m³,pm10
2024-07-12,10.8,96.0,µg/m³,pm10
2024-07-13,6.87,100.0,µg/m³,pm10
2024-07-14,5.65,100.0,µg/m³,pm10
2024-07-15,4.465,96.0,µg/m³,pm10
2024-07-16,2.715,96.0,µg/m³,pm10
2024-07-17,3.1500000000000004,79.0,µg/m³,pm10
2024-07-18,1.75,100.0,µg/m³,pm10
2024-07-19,2.9850000000000003,100.0,µg/m³,pm10
2024-07-20,4.235,92.0,µg/m³,pm10
2024-07-21,3.49,88.0,µg/m³,pm10
2024-07-22,4.97,100.0,µg/m³,pm10
2024-07-23,4.390000000000001,100.0,µg/m³,pm10
2024-07-24,5.52,100.0,µg/m³,pm10
2024-07-25,7.325,100.0,µg/m³,pm10
2024-07-26,3.5,100.0,µg/m³,pm10
2024-07-27,16.985,58.5,µg/m³,pm10
2024-07-28,6.23,100.0,µg/m³,pm10
2024-07-29,5.9,100.0,µg/m³,pm10
2024-07-30,0.753,100.0,µg/m³,pm10
2024-07-31,3.72,100.0,µg/m³,pm10
2024-08-01,4.07,100.0,µg/m³,pm10
2024-08-02,2.89,100.0,µg/m³,pm10
2024-08-03,2.07,100.0,µg/m³,pm10
2024-08-04,8.8,100.0,µg/m³,pm10
2024-08-05,12.0,100.0,µg/m³,pm10
2024-08-06,9.33,100.0,µg/m³,pm10
2024-08-07,8.64,100.0,µg/m³,pm10
2024-08-08,8.79,100.0,µg/m³,pm10
2024-08-09,11.0,100.0,µg/m³,pm10
2024-08-10,13.1,100.0,µg/m³,pm10
2024-08-11,6.12,100.0,µg/m³,pm10
2024-08-12,4.09,100.0,µg/m³,pm10
2024-08-13,4.54,100.0,µg/m³,pm10
2024-08-14,1.13,96.0,µg/m³,pm10
2024-08-15,1.49,100.0,µg/m³,pm10
2024-08-16,1.99,100.0,µg/m³,pm10
2024-08-17,0.381,100.0,µg/m³,pm10
2024-08-18,67.0,92.0,µg/m³,pm10
2024-08-19,136.0,100.0,µg/m³,pm10
2024-08-20,91.8,71.0,µg/m³,pm10
2024-08-21,95.6,71.0,µg/m³,pm10
2024-08-22,90.0,83.0,µg/m³,pm10
2024-08-23,162.0,92.0,µg/m³,pm10
2024-08-24,137.0,71.0,µg/m³,pm10
2024-08-25,88.8,63.0,µg/m³,pm10
2024-08-26,318.0,58.0,µg/m³,pm10
2024-08-27,205.0,33.0,µg/m³,pm10
2024-08-28,22.2,25.0,µg/m³,pm10
2024-08-29,10.7,100.0,µg/m³,pm10
2024-08-30,13.6,100.0,µg/m³,pm10
2024-08-31,10.1,100.0,µg/m³,pm10
2024-09-01,6.92,100.0,µg/m³,pm10
2024-09-02,5.74,100.0,µg/m³,pm10
2024-09-03,7.25,96.0,µg/m³,pm10
2024-09-04,7.81,92.0,µg/m³,pm10
2024-09-05,12.0,92.0,µg/m³,pm10
2024-09-06,5.31,71.0,µg/m³,pm10
2024-09-07,7.17,100.0,µg/m³,pm10
2024-09-08,11.8,100.0,µg/m³,pm10
2024-09-09,11.5,96.0,µg/m³,pm10
2024-09-10,10.3,88.0,µg/m³,pm10
2024-09-11,6.36,96.0,µg/m³,pm10
2024-09-12,3.46,88.0,µg/m³,pm10
2024-09-13,5.48,83.0,µg/m³,pm10
2024-09-14,7.42,100.0,µg/m³,pm10
2024-09-15,4.94,100.0,µg/m³,pm10
2024-09-16,3.96,100.0,µg/m³,pm10
2024-09-17,6.86,100.0,µg/m³,pm10
2024-09-18,2.14,100.0,µg/m³,pm10
2024-09-19,6.55,100.0,µg/m³,pm10
2024-09-20,11.7,100.0,µg/m³,pm10
2024-09-21,8.96,100.0,µg/m³,pm10
2024-09-22,11.9,100.0,µg/m³,pm10
2024-09-23,10.9,100.0,µg/m³,pm10
2024-09-24,14.0,100.0,µg/m³,pm10
2024-09-25,9.02,100.0,µg/m³,pm10
2024-09-26,13.9,100.0,µg/m³,pm10
2024-09-27,8.9,100.0,µg/m³,pm10
2024-09-28,8.58,100.0,µg/m³,pm10
2024-09-29,12.8,100.0,µg/m³,pm10
2024-09-30,11.7,100.0,µg/m³,pm10
2024-10-01,14.4,100.0,µg/m³,pm10
2024-10-02,22.2,100.0,µg/m³,pm10
2024-10-03,15.0,100.0,µg/m³,pm10
2024-10-04,13.4,100.0,µg/m³,pm10
2024-10-05,14.0,83.0,µg/m³,pm10
2024-10-06,11.9,79.0,µg/m³,pm10
2024-10-07,10.2,100.0,µg/m³,pm10
2024-10-08,7.29,100.0,µg/m³,pm10
2024-10-09,6.05,100.0,µg/m³,pm10
2024-10-10,5.22,100.0,µg/m³,pm10
2024-10-11,8.69,100.0,µg/m³,pm10
2024-10-12,5.07,100.0,µg/m³,pm10
2024-10-13,5.14,100.0,µg/m³,pm10
2024-10-14,5.41,100.0,µg/m³,pm10
2024-10-15,5.03,100.0,µg/m³,pm10
2024-10-16,2.39,100.0,µg/m³,pm10
2024-10-17,3.5,100.0,µg/m³,pm10
2024-10-18,2.3,100.0,µg/m³,pm10
2024-10-19,9.83,100.0,µg/m³,pm10
2024-10-20,5.85,100.0,µg/m³,pm10
2024-10-21,5.18,100.0,µg/m³,pm10
2024-10-22,7.76,100.0,µg/m³,pm10
2024-10-23,11.4,100.0,µg/m³,pm10
2024-10-24,11.2,100.0,µg/m³,pm10
2024-10-25,12.6,100.0,µg/m³,pm10
2024-10-26,13.6,100.0,µg/m³,pm10
2024-10-27,5.15,100.0,µg/m³,pm10
2024-10-28,1.04,100.0,µg/m³,pm10
2024-10-29,3.01,100.0,µg/m³,pm10
2024-10-30,3.87,100.0,µg/m³,pm10
2024-10-31,3.04,100.0,µg/m³,pm10
2024-11-01,7.87,100.0,µg/m³,pm10
2024-11-02,3.97,100.0,µg/m³,pm10
2024-11-03,3.33,100.0,µg/m³,pm10
2024-11-04,6.17,100.0,µg/m³,pm10
2024-11-05,9.07,100.0,µg/m³,pm10
2024-11-06,4.42,100.0,µg/m³,pm10
2024-11-07,13.7,100.0,µg/m³,pm10
2024-11-08,16.3,100.0,µg/m³,pm10
2024-11-09,28.3,100.0,µg/m³,pm10
2024-11-10,23.6,100.0,µg/m³,pm10
2024-11-11,5.72,100.0,µg/m³,pm10
2024-11-12,7.78,100.0,µg/m³,pm10
2024-11-13,6.71,100.0,µg/m³,pm10
2024-11-14,5.38,100.0,µg/m³,pm10
2024-11-15,7.32,100.0,µg/m³,pm10
2024-11-16,18.7,100.0,µg/m³,pm10
2024-11-17,9.47,100.0,µg/m³,pm10
2024-11-18,3.54,100.0,µg/m³,pm10
2024-11-19,7.06,100.0,µg/m³,pm10
2024-11-20,1.25,100.0,µg/m³,pm10
2024-11-21,0.648,100.0,µg/m³,pm10
2024-11-22,1.26,100.0,µg/m³,pm10
2024-11-23,4.77,100.0,µg/m³,pm10
2024-11-24,7.42,100.0,µg/m³,pm10
2024-11-25,1.99,100.0,µg/m³,pm10
2024-11-26,3.78,100.0,µg/m³,pm10
2024-11-27,13.6,100.0,µg/m³,pm10
2024-11-28,30.2,100.0,µg/m³,pm10
2024-11-29,34.4,100.0,µg/m³,pm10
2024-11-30,29.4,100.0,µg/m³,pm10
2024-12-01,33.6,100.0,µg/m³,pm10
2024-12-02,37.6,100.0,µg/m³,pm10
2024-12-03,33.3,100.0,µg/m³,pm10
2024-12-04,54.1,100.0,µg/m³,pm10
2024-12-05,54.6,100.0,µg/m³,pm10
2024-12-06,40.4,100.0,µg/m³,pm10
2024-12-07,49.1,100.0,µg/m³,pm10
2024-12-08,59.2,100.0,µg/m³,pm10
2024-12-09,20.5,100.0,µg/m³,pm10
2024-12-10,847.3,98.0,µg/m³,pm10
2024-12-11,864.35,100.0,µg/m³,pm10
2024-12-12,838.685,100.0,µg/m³,pm10
2024-12-13,836.505,100.0,µg/m³,pm10
2024-12-14,837.435,100.0,µg/m³,pm10
2024-12-15,843.2,100.0,µg/m³,pm10
2024-12-16,839.255,63.0,µg/m³,pm10
2024-12-17,846.9,100.0,µg/m³,pm10
2024-12-18,851.7,100.0,µg/m³,pm10
2024-12-19,669.3,100.0,µg/m³,pm10
2024-12-20,859.45,100.0,µg/m³,pm10
2024-12-21,843.15,100.0,µg/m³,pm10
2024-12-22,843.1,100.0,µg/m³,pm10
2024-12-23,838.635,100.0,µg/m³,pm10
2024-12-24,837.355,100.0,µg/m³,pm10
2024-12-25,844.4,100.0,µg/m³,pm10
2024-12-26,836.45,100.0,µg/m³,pm10
2024-12-27,838.72,100.0,µg/m³,pm10
2024-12-28,837.735,100.0,µg/m³,pm10
2024-12-29,836.935,100.0,µg/m³,pm10
2024-12-30,839.3,100.0,µg/m³,pm10
