day,average,coverage,unit,parameter
2024-01-01,21.3,96.0,µg/m³,pm10
2024-01-02,22.1,100.0,µg/m³,pm10
2024-01-03,12.5,100.0,µg/m³,pm10
2024-01-04,11.4,100.0,µg/m³,pm10
2024-01-05,19.8,100.0,µg/m³,pm10
2024-01-06,18.2,100.0,µg/m³,pm10
2024-01-07,7.33,100.0,µg/m³,pm10
2024-01-08,15.7,100.0,µg/m³,pm10
2024-01-09,20.5,100.0,µg/m³,pm10
2024-01-10,25.6,88.0,µg/m³,pm10
2024-01-11,14.1,100.0,µg/m³,pm10
2024-01-12,20.3,100.0,µg/m³,pm10
2024-01-13,25.6,96.0,µg/m³,pm10
2024-01-14,26.0,100.0,µg/m³,pm10
2024-01-15,32.2,100.0,µg/m³,pm10
2024-01-16,31.3,100.0,µg/m³,pm10
2024-01-17,33.1,100.0,µg/m³,pm10
2024-01-18,27.8,100.0,µg/m³,pm10
2024-01-19,28.7,100.0,µg/m³,pm10
2024-01-20,16.7,100.0,µg/m³,pm10
2024-01-21,7.96,100.0,µg/m³,pm10
2024-01-22,4.63,100.0,µg/m³,pm10
2024-01-23,14.6,100.0,µg/m³,pm10
2024-01-24,20.6,100.0,µg/m³,pm10
2024-01-25,12.1,100.0,µg/m³,pm10
2024-01-26,17.7,100.0,µg/m³,pm10
2024-01-27,19.2,96.0,µg/m³,pm10
2024-01-28,16.8,100.0,µg/m³,pm10
2024-01-29,18.0,100.0,µg/m³,pm10
2024-01-30,26.5,100.0,µg/m³,pm10
2024-01-31,31.0,67.0,µg/m³,pm10
2024-02-01,6.62,54.0,µg/m³,pm10
2024-02-02,13.3,100.0,µg/m³,pm10
2024-02-03,15.0,96.0,µg/m³,pm10
2024-02-04,5.17,100.0,µg/m³,pm10
2024-02-05,1.25,100.0,µg/m³,pm10
2024-02-06,4.17,100.0,µg/m³,pm10
2024-02-07,7.92,100.0,µg/m³,pm10
2024-02-08,11.8,88.0,µg/m³,pm10
2024-02-09,12.3,100.0,µg/m³,pm10
2024-02-10,15.8,100.0,µg/m³,pm10
2024-02-11,16.6,100.0,µg/m³,pm10
2024-02-12,20.0,100.0,µg/m³,pm10
2024-02-13,24.0,100.0,µg/m³,pm10
2024-02-14,26.4,96.0,µg/m³,pm10
2024-02-15,19.2,100.0,µg/m³,pm10
2024-02-16,25.9,100.0,µg/m³,pm10
2024-02-17,32.7,100.0,µg/m³,pm10
2024-02-18,14.4,100.0,µg/m³,pm10
2024-02-19,5.88,100.0,µg/m³,pm10
2024-02-20,6.46,100.0,µg/m³,pm10
2024-02-21,10.0,100.0,µg/m³,pm10
2024-02-22,22.4,100.0,µg/m³,pm10
2024-02-23,19.0,100.0,µg/m³,pm10
2024-02-24,19.7,96.0,µg/m³,pm10
