STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72287493134,2024-01-01,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",57.1,24,45.0,24,1018.2,23,11.5,24,8.8,24,0.7,24,5.1,999.9,66.9, ,50.0, ,0.0,G,999.9,0
72287493134,2024-01-02,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",55.7,24,44.3,24,1022.0,24,15.3,24,10.0,24,1.2,24,6.0,999.9,68.0, ,45.0, ,0.0,G,999.9,0
72287493134,2024-01-03,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",56.7,24,49.1,24,1020.2,20,13.5,24,7.8,24,1.0,24,8.0,999.9,68.0, ,45.0, ,0.0,G,999.9,10000
72287493134,2024-01-04,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",56.9,24,36.6,24,1018.8,24,12.0,24,9.7,24,1.7,24,4.1,999.9,66.0, ,51.1, ,0.22,G,999.9,10000
72287493134,2024-01-05,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",54.8,24,36.1,24,1021.0,24,14.3,24,10.0,24,1.1,24,4.1,999.9,66.0, ,46.9, ,0.0,G,999.9,0
72287493134,2024-01-06,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",54.3,24,40.1,24,1020.5,24,13.8,24,9.9,24,0.6,24,4.1,999.9,66.0, ,44.1, ,0.0,G,999.9,0
72287493134,2024-01-07,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",55.7,24,36.4,24,1014.2,21,7.7,24,10.0,24,3.7,23,8.9,19.0,64.9, ,44.1, ,0.0,G,999.9,0
72287493134,2024-01-08,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",52.5,24,20.8,24,1020.6,24,13.9,24,9.9,24,2.3,24,8.0,17.1,62.1, ,43.0, ,0.0,G,999.9,0
72287493134,2024-01-09,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",52.6,24,25.2,24,1024.2,24,17.4,24,10.0,24,0.4,24,2.9,999.9,64.9, ,43.0, ,0.0,G,999.9,0
72287493134,2024-01-10,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",52.3,24,37.9,24,1017.1,24,10.4,24,10.0,24,0.6,24,5.1,999.9,64.9, ,44.1, ,0.0,G,999.9,0
72287493134,2024-01-11,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",55.4,24,34.5,24,1014.5,23,7.9,24,10.0,24,1.5,24,6.0,999.9,64.0, ,44.1, ,0.0,G,999.9,0
72287493134,2024-01-12,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",52.9,24,23.5,24,1021.1,24,14.4,24,10.0,24,0.9,24,6.0,999.9,64.0, ,42.1, ,0.0,G,999.9,0
